2호선,봉천,서울특별시 관악구 봉천동 979-7 봉천역(2호선),37.4825178,126.941481
2호선,시청,서울특별시 중구 서소문동 90-1 시청역(2호선),37.5635313,126.9755029
2호선,을지로입구,서울특별시 중구 을지로1가 100-1 을지로입구역(2호선),37.566065,126.982679
2호선,을지로3가,서울특별시 중구 을지로3가 347-3 을지로3가역(2호선),37.5661262,126.9916862
2호선,을지로4가,서울특별시 중구 을지로4가 267-1 을지로4가역(2호선),37.566621,126.997733
2호선,동대문역사문화공원(DDP),서울특별시 중구 을지로 7가 112-3 동대문역사문화공원역(2호선),37.5657177,127.0084849
2호선,신당,서울특별시 중구 신당동 99 신당역(2호선),37.5652813,127.0166395
2호선,상왕십리,서울특별시 성동구 하왕십리동 946-14 상왕십리역(2호선),37.5639331,127.0297931
2호선,왕십리(성동구청),서울특별시 성동구 행당동 192 왕십리역(2호선),37.5612055,127.0374019
2호선,한양대,서울특별시 성동구 행당동 산17 한양대역(2호선),37.5552593,127.0436579
2호선,뚝섬,서울특별시 성동구 성수동1가 656-745 뚝섬역(2호선),37.5396996,127.0462703
2호선,성수,서울특별시 성동구 성수동2가 300-1 성수역(2호선),37.5446009,127.0568847
2호선,건대입구,서울특별시 광진구 화양동 7-3 2호선 건대입구역(2호선),37.540734,127.0689614
2호선,구의(광진구청),서울특별시 광진구 구의동 245-24 구의역(2호선),37.5382826,127.0907553
2호선,강변(동서울터미널),서울특별시 광진구 구의동 546-6 강변역(2호선),37.5354211,127.094533
2호선,잠실나루,서울특별시 송파구 신천동 15 잠실나루역(2호선),37.5218791,127.0986358
2호선,잠실(송파구청),서울특별시 송파구 신천동 8 잠실역(2호선),37.5140651,127.1023031
2호선,잠실새내,서울특별시 송파구 잠실동 33 잠실새내역(2호선),37.511632,127.085602
2호선,종합운동장,서울특별시 송파구 잠실동 122 종합운동장역(2호선),37.5110736,127.0742826
2호선,삼성(무역센터),서울특별시 강남구 삼성동 172-66 삼성역(2호선),37.5088263,127.0630673
2호선,선릉,서울특별시 강남구 삼성동 172-66 선릉역(2호선),37.5088263,127.0630673
2호선,역삼,서울특별시 강남구 역삼동 804 역삼역(2호선),37.5007694,127.0368262
2호선,강남,서울특별시 강남구 역삼동 858 강남역(2호선),37.500858,127.02623
2호선,교대(법원 검찰청),서울특별시 서초구 서초동 1748-4 교대역(2호선),37.4887673,127.0190234
2호선,서초,서울특별시 서초구 서초동 1748-5 서초역(2호선),37.4927648,127.0105414
2호선,방배,서울특별시 서초구 방배동 912-14 방배역(2호선),37.4812965,126.9973202
2호선,사당,서울특별시 동작구 사당동 1129 사당역(2호선),37.4764838,126.9813957
2호선,낙성대(강감찬),서울특별시 관악구 봉천동 1693-39 낙성대역(2호선),37.4805452,126.9571127
2호선,서울대입구(관악구청),서울특별시 관악구 봉천동 979-2 서울대입구역(2호선),37.482479,126.953844
2호선,신림,서울특별시 관악구 신림동 1467-10 신림역(2호선),37.4841776,126.9297887
2호선,신대방,서울특별시 동작구 신대방동 643-1 신대방역(2호선),37.4875104,126.9129914
2호선,구로디지털단지,서울특별시 구로구 구로동 810-3 구로디지털단지역(2호선),37.4849804,126.90122
2호선,대림(구로구청),서울특별시 구로구 구로동 1204 대림역(2호선),37.4952642,126.8938131
2호선,신도림,서울특별시 구로구 신도림동 460-26 신도림역(2호선),37.5086867,126.8909033
2호선,문래,서울특별시 영등포구 문래동3가 68-1 문래역(2호선),37.5178873,126.8947513
2호선,영등포구청,서울특별시 영등포구 당산동3가 270-1 영등포구청역(2호선),37.5256563,126.8966142
2호선,당산,서울특별시 영등포구 당산동 6가 323-1 당산역(2호선),37.5349309,126.9027301
2호선,합정,서울특별시 마포구 서교동 393 합정역(2호선),37.5500077,126.9145039
2호선,홍대입구,서울특별시 마포구 동교동 165 홍대입구역(2호선),37.5567292,126.9236419
2호선,신촌(지하),서울특별시 마포구 노고산동 31-11 신촌역(2호선),37.5546671,126.9374995
2호선,이대,서울특별시 마포구 염리동 8-85 이대역(2호선),37.5568129,126.9477118
2호선,아현,서울특별시 마포구 아현동 354-23 아현역(2호선),37.5558896,126.9556609
2호선,충정로(경기대입구),서울특별시 서대문구 충정로3가 319-1 충정로역(2호선),37.5594926,126.9638176
2호선,용답,서울특별시 성동구 용답동 127 용답역(2호선),37.562178,127.050853
2호선,신답,서울특별시 성동구 용답동 129-2 신답역(2호선),37.569744,127.0469446
2호선,신설동,서울특별시 동대문구 신설동 76-5 신설동역(2호선),37.5760865,127.0245591
2호선,도림천,서울특별시 구로구 신도림동 323-16 도림천역(2호선),37.5144363,126.8825936
2호선,양천구청,서울특별시 양천구 신정동 276-7 양천구청역(2호선),37.512192,126.8652191
2호선,신정네거리,서울특별시 양천구 신정동 1231 신정네거리역(2호선),37.5183163,126.8535941
2호선,용두(동대문구청),서울특별시 동대문구 용두동 47-1 용두역(2호선),37.5738576,127.0379896
